Date,Close
2021-01-01,730.3675537109375
2021-01-02,774.5349731445312
2021-01-03,975.5076904296875
2021-01-04,1040.2330322265625
2021-01-05,1100.006103515625
2021-01-06,1207.1121826171875
2021-01-07,1225.6781005859375
2021-01-08,1224.1971435546875
2021-01-09,1281.0772705078125
2021-01-10,1262.2467041015625
2021-01-11,1090.1453857421875
2021-01-12,1043.4345703125
2021-01-13,1130.7393798828125
2021-01-14,1218.4530029296875
2021-01-15,1171.8345947265625
2021-01-16,1233.53759765625
2021-01-17,1230.1722412109375
2021-01-18,1257.279541015625
2021-01-19,1377.2958984375
2021-01-20,1382.2740478515625
2021-01-21,1121.5709228515625
2021-01-22,1236.51220703125
2021-01-23,1230.9906005859375
2021-01-24,1391.609375
2021-01-25,1324.414794921875
2021-01-26,1357.05810546875
2021-01-27,1253.1871337890625
2021-01-28,1332.4921875
2021-01-29,1382.5228271484375
2021-01-30,1376.115478515625
2021-01-31,1314.9862060546875
2021-02-01,1369.04052734375
2021-02-02,1515.1937255859375
2021-02-03,1660.9095458984375
2021-02-04,1594.7626953125
2021-02-05,1718.65087890625
2021-02-06,1677.8468017578125
2021-02-07,1614.227783203125
2021-02-08,1746.6168212890625
2021-02-09,1768.0350341796875
2021-02-10,1744.243408203125
2021-02-11,1783.7979736328125
2021-02-12,1843.5325927734375
2021-02-13,1814.10986328125
2021-02-14,1805.0841064453125
2021-02-15,1779.791015625
2021-02-16,1781.0675048828125
2021-02-17,1848.458251953125
2021-02-18,1937.44921875
2021-02-19,1960.164794921875
2021-02-20,1919.5340576171875
2021-02-21,1935.60107421875
2021-02-22,1781.992919921875
2021-02-23,1570.2039794921875
2021-02-24,1626.57568359375
2021-02-25,1475.7037353515625
2021-02-26,1446.03369140625
2021-02-27,1459.97314453125
2021-02-28,1416.0489501953125
2021-03-01,1564.7076416015625
2021-03-02,1492.6087646484375
2021-03-03,1575.8531494140625
2021-03-04,1541.914306640625
2021-03-05,1533.2750244140625
2021-03-06,1654.7415771484375
2021-03-07,1723.15380859375
2021-03-08,1834.7279052734375
2021-03-09,1868.048828125
2021-03-10,1799.166259765625
2021-03-11,1826.1949462890625
2021-03-12,1772.1024169921875
2021-03-13,1924.6854248046875
2021-03-14,1854.5643310546875
2021-03-15,1791.7022705078125
2021-03-16,1806.9718017578125
2021-03-17,1823.4493408203125
2021-03-18,1782.8551025390625
2021-03-19,1817.6241455078125
2021-03-20,1812.6346435546875
2021-03-21,1788.217041015625
2021-03-22,1691.333984375
2021-03-23,1678.650146484375
2021-03-24,1593.4134521484375
2021-03-25,1595.3592529296875
2021-03-26,1702.842041015625
2021-03-27,1716.49462890625
2021-03-28,1691.35595703125
2021-03-29,1819.6849365234375
2021-03-30,1846.03369140625
2021-03-31,1918.362060546875
2021-04-01,1977.27685546875
2021-04-02,2143.2255859375
2021-04-03,2028.4224853515625
2021-04-04,2093.122802734375
2021-04-05,2107.88720703125
2021-04-06,2118.37890625
2021-04-07,1971.0772705078125
2021-04-08,2088.57373046875
2021-04-09,2072.10888671875
2021-04-10,2135.942138671875
2021-04-11,2157.656982421875
2021-04-12,2139.353271484375
2021-04-13,2299.187744140625
2021-04-14,2435.10498046875
2021-04-15,2519.1162109375
2021-04-16,2431.946533203125
2021-04-17,2344.89501953125
2021-04-18,2237.136962890625
